[23Dec2024 00:00:06.500] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-4, 12], pos: MutableBlockPos{x=-49, y=72, z=192}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.846] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-222, y=56, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.846] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=58, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.846] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=57, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.846] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-221, y=56, z=96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.846] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=57, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.846] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 6], pos: MutableBlockPos{x=-223, y=56, z=97}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:47:46.963] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 1], pos: MutableBlockPos{x=-215, y=64, z=16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:47:46.964] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 1], pos: MutableBlockPos{x=-218, y=64, z=16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:47:46.964] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 1], pos: MutableBlockPos{x=-217, y=64, z=16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:47:46.964] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 1], pos: MutableBlockPos{x=-216, y=64, z=16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:47:46.964] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-14, 1], pos: MutableBlockPos{x=-217, y=64, z=17}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:47:47.750] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> si
[23Dec2024 00:48:09.070] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 6], pos: MutableBlockPos{x=-240, y=66, z=109}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:48:09.070] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 6], pos: MutableBlockPos{x=-240, y=67, z=107}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 00:48:09.088] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, 7], pos: MutableBlockPos{x=-255, y=46, z=112}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:48:09.145] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 3], pos: MutableBlockPos{x=-238, y=56, z=52}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:48:09.145] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-15, 3], pos: MutableBlockPos{x=-235, y=57, z=52}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:48:13.517] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> noo wacho
[23Dec2024 00:48:19.199] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Vata74 has made the advancement [Ice Bucket Challenge]
[23Dec2024 00:48:19.726] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-123, y=55, z=141} BlockPos{x=-123, y=54, z=141}
[23Dec2024 00:49:42.642] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> aca tenes armadura
[23Dec2024 00:49:58.527] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-17, 0], pos: MutableBlockPos{x=-261, y=67, z=0}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:50:40.058] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> tenes madera
[23Dec2024 00:50:40.929] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> me agarro re duro
[23Dec2024 00:50:41.918] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> 1 palo
[23Dec2024 00:50:48.290] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> a ver
[23Dec2024 00:51:10.707] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> esos palos nomas
[23Dec2024 00:51:13.794] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> xd
[23Dec2024 00:51:17.378] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> q palo
[23Dec2024 00:51:28.606] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Vata74 has made the advancement [Into Fire]
[23Dec2024 00:51:40.242] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-129, y=53, z=108} BlockPos{x=-129, y=54, z=106}
[23Dec2024 00:51:44.727] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> tenes comida
[23Dec2024 00:51:46.440] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-125, y=52, z=104} BlockPos{x=-124, y=52, z=104}
[23Dec2024 00:51:46.492] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-125, y=52, z=104} BlockPos{x=-124, y=52, z=104}
[23Dec2024 00:51:46.544] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-125, y=52, z=104} BlockPos{x=-124, y=52, z=104}
[23Dec2024 00:51:46.593] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-125, y=52, z=104} BlockPos{x=-124, y=52, z=104}
[23Dec2024 00:51:46.644] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-125, y=52, z=104} BlockPos{x=-124, y=52, z=104}
[23Dec2024 00:51:46.695] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-125, y=52, z=104} BlockPos{x=-124, y=52, z=104}
[23Dec2024 00:51:46.792] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-125, y=52, z=104} BlockPos{x=-123, y=52, z=103}
[23Dec2024 00:51:46.828] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-125, y=52, z=104} BlockPos{x=-123, y=52, z=103}
[23Dec2024 00:51:47.870] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> estos
[23Dec2024 00:51:56.252] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, -1], pos: MutableBlockPos{x=-254, y=69, z=-15}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:51:56.252] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, -1], pos: MutableBlockPos{x=-247, y=70, z=-13}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:51:56.252] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, -1], pos: MutableBlockPos{x=-251, y=68, z=-16}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:51:56.252] [Worker-Main-3/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-16, -1], pos: MutableBlockPos{x=-249, y=69, z=-12}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 00:52:09.913] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> toma
[23Dec2024 00:52:23.142] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> tenkiu
[23Dec2024 00:53:16.647] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Joacoo_17 has made the advancement [Nether Depths Upgrade]
[23Dec2024 00:53:16.648] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Joacoo_17 has made the advancement [We Need to Go Deeper]
[23Dec2024 00:53:39.700] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> nooo wacho
[23Dec2024 00:53:46.340] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> no tenemos oro
[23Dec2024 00:53:46.725] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> es el fin
[23Dec2024 00:53:48.568] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> por eso
[23Dec2024 00:54:42.906] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> dame 5
[23Dec2024 00:55:02.566] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> yo solo queria una humilde arena de alma
[23Dec2024 00:56:18.042] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Twuelvi> xaero-waypoint:portal xd:P:23:110:6:13:false:0:Internal-the-nether-waypoints
[23Dec2024 01:00:03.673] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Vata74> volvi
[23Dec2024 01:00:09.753] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=83, z=-107}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.753] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -6], pos: MutableBlockPos{x=-125, y=83, z=-96}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.753] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=81, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.753] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=81, z=-102}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.754] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=81, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.754] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-127, y=81, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.754] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=81, z=-100}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.754] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=81, z=-99}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.754] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=81, z=-103}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.754] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=81, z=-102}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.754] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-127, y=81, z=-102}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.754] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=81, z=-101}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.754] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=82, z=-107}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:09.754] [Worker-Main-2/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-8, -7], pos: MutableBlockPos{x=-128, y=82, z=-106}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/blackstone_lakes]
[23Dec2024 01:00:22.478] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, -7], pos: MutableBlockPos{x=-191, y=59, z=-112}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 01:00:22.478] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -7], pos: MutableBlockPos{x=-194, y=58, z=-112}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 01:00:22.478] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -7], pos: MutableBlockPos{x=-194, y=57, z=-112}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 01:00:22.479] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -7], pos: MutableBlockPos{x=-193, y=57, z=-112}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 01:00:22.479] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-12, -7], pos: MutableBlockPos{x=-192, y=57, z=-112}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 01:00:22.479] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -7], pos: MutableBlockPos{x=-198, y=58, z=-112}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 01:00:22.479] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -7], pos: MutableBlockPos{x=-198, y=57, z=-112}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
[23Dec2024 01:00:22.479] [Worker-Main-1/ERROR] [net.minecraft.Util/]: Detected setBlock in a far chunk [-13, -7], pos: MutableBlockPos{x=-197, y=58, z=-112}, status: minecraft:features, currently generating: ResourceKey[minecraft:worldgen/placed_feature / hearths:minecraft/nether_wastes/netherrack_lakes]
